City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,huangshan,29.7114,118.3125,22.21,98,47,0.87,CN,1695680679
290,varnamo,57.186,14.04,12.81,1,59,0.89,SE,1695680680
291,timbuktu,16.7735,-3.0074,36.56,22,14,2.01,ML,1695680680
292,tobruk,32.0836,23.9764,23.97,82,7,2.37,LY,1695680680
293,dakhla,23.6848,-15.958,20.53,87,100,8.11,EH,1695680680
294,al wajh,26.2455,36.4525,28.97,70,0,5.14,SA,1695680680
295,mahuta,-10.8667,39.45,18.61,96,55,2.21,TZ,1695680681
296,vilyuysk,63.7553,121.6247,6.35,96,7,2.16,RU,1695680681
297,bangor,54.6534,-5.669,14.73,85,3,7.2,GB,1695680681
298,nabire,-3.3667,135.4833,24.81,88,98,1.75,ID,1695680681
299,quiberon,47.4841,-3.1196,19.48,89,100,0.89,FR,1695680681
300,wainwright,52.839,-110.8572,22.45,27,100,7.42,CA,1695680681
301,gizo,-8.103,156.8419,27.41,80,89,6.5,SB,1695680682
302,egilsstadir,65.2653,-14.3948,6.95,93,100,5.66,IS,1695680682
303,belvedere marittimo,39.6179,15.8617,16.73,69,45,1.87,IT,1695680682
304,sangmelima,2.9333,11.9833,20.1,99,80,1.05,CM,1695680682
305,butembo,0.15,29.2833,14.68,94,99,1.01,CD,1695680683
306,port moresby,-9.4431,147.1797,24.68,88,75,10.29,PG,1695680683
307,nantucket,41.2835,-70.0995,17.08,89,100,8.23,US,1695680683
308,yuzhno-kurilsk,44.0306,145.8556,16.15,84,100,3.66,RU,1695680683
309,aykhal,66.0,111.5,0.9,81,5,9.57,RU,1695680683
310,chivhu,-19.0211,30.8922,20.4,37,61,5.63,ZW,1695680683
311,yanam,16.7333,82.2167,25.45,94,89,0.56,IN,1695680533
312,gilgit,35.9221,74.3087,18.28,56,16,0.88,PK,1695680684
313,gadzhiyevo,69.2551,33.3362,6.28,93,100,6.94,RU,1695680684
314,watampone,-4.5386,120.3279,22.51,80,6,2.61,ID,1695680684
315,luderitz,-26.6481,15.1594,13.81,73,0,10.49,NA,1695680684
316,gejiu,23.306,103.1635,12.06,94,0,1.29,CN,1695680684
317,smithers,54.7804,-127.1743,11.18,87,100,2.57,CA,1695680418
318,hilo,19.7297,-155.09,29.04,71,0,3.09,US,1695680685
319,miyako,39.6367,141.9525,19.2,85,100,2.81,JP,1695680685
320,porbandar,21.6422,69.6093,26.61,83,8,2.59,IN,1695680685
321,old harbour bay,17.9092,-77.0972,30.99,73,100,3.84,JM,1695680685
322,crucecita,-28.95,-58.9833,19.54,73,100,5.9,AR,1695680686
323,sierra grande,-41.606,-65.3557,14.6,34,17,2.57,AR,1695680686
324,diapaga,12.0708,1.7889,26.3,72,8,1.15,BF,1695680686
325,nakamura,32.9833,132.9333,22.84,88,74,1.96,JP,1695680686
326,pilar,-9.5972,-35.9567,23.96,88,4,3.02,BR,1695680686
327,manicore,-5.8092,-61.3003,32.79,39,92,0.7,BR,1695680686
328,toba,34.4833,136.85,23.0,82,51,1.76,JP,1695680687
329,port lincoln,-34.7333,135.8667,13.1,75,0,3.81,AU,1695680687
330,kruisfontein,-34.0033,24.7314,15.49,94,100,12.82,ZA,1695680409
331,dunedin,-45.8742,170.5036,12.26,68,0,3.58,NZ,1695680687
332,sibut,5.718,19.0739,21.93,96,51,1.01,CF,1695680687
333,kayangel,8.0823,134.7173,27.92,79,77,9.44,PW,1695680688
334,mcfarland,35.678,-119.2293,31.85,34,0,0.0,US,1695680689
335,igarka,67.4667,86.5833,2.84,98,100,6.32,RU,1695680689
336,queenstown,-31.8976,26.8753,10.4,74,43,7.87,ZA,1695680689
337,malanville,11.8685,3.3899,27.14,72,34,2.47,BJ,1695680689
338,tisul',55.7611,88.3122,-0.38,91,35,1.58,RU,1695680489
339,gunnison,38.7,-107.0673,20.99,12,0,1.11,US,1695680690
340,nagqu,31.5,92.0,1.83,97,91,2.58,CN,1695680690
341,midland,31.9974,-102.0779,32.25,37,0,5.66,US,1695680653
342,beira,-19.8436,34.8389,24.05,88,20,5.66,MZ,1695680691
343,tazovsky,67.4667,78.7,4.47,89,100,3.3,RU,1695680691
344,megara,38.0,23.3456,24.65,60,75,3.6,GR,1695680692
345,beledweyne,4.7358,45.2036,25.63,70,14,8.69,SO,1695680692
346,fisterra,42.9049,-9.2629,18.34,91,98,2.34,ES,1695680692
347,northam,51.0333,-4.2167,14.66,93,91,5.21,GB,1695680693
348,jayapura,-2.5333,140.7,27.66,92,99,3.36,ID,1695680693
349,ivatsevichy,52.709,25.3401,13.26,70,5,2.95,BY,1695680693
350,kapa'a,22.0752,-159.319,29.99,59,0,5.14,US,1695680693
351,roghun,38.7826,69.8708,12.35,57,0,1.0,TJ,1695680693
352,tongren,27.7172,109.1853,20.49,92,100,1.51,CN,1695680694
353,debre mark'os,10.35,37.7333,12.03,100,100,0.43,ET,1695680694
354,vyaz'ma,55.2104,34.2951,8.69,81,61,1.31,RU,1695680694
355,horta,38.5333,-28.6333,21.12,89,93,1.79,PT,1695680694
356,saskatoon,52.1168,-106.6345,25.99,28,75,6.71,CA,1695680170
357,kavieng,-2.5744,150.7967,27.48,82,96,5.02,PG,1695680695
358,urangan,-25.3,152.9,18.56,66,0,2.45,AU,1695680695
359,miquelon,47.0975,-56.3814,10.0,58,34,6.45,PM,1695680695
360,haddington,55.9561,-2.7833,14.86,81,57,5.84,GB,1695680695
361,nha trang,12.25,109.1833,27.0,77,100,1.81,VN,1695680695
362,kismayo,-0.3582,42.5454,25.3,85,96,7.2,SO,1695680696
363,igrim,63.1906,64.4162,8.9,89,100,8.05,RU,1695680696
364,sitka,57.0531,-135.33,17.94,48,0,4.63,US,1695680696
365,pangobilian,8.8011,117.8594,26.32,75,66,0.64,PH,1695680696
366,staryye ozinki,51.1786,49.6769,20.94,40,100,1.41,RU,1695680658
367,ponca city,36.707,-97.0856,33.3,29,0,2.57,US,1695680697
368,daru,-9.0763,143.2092,23.95,88,100,7.77,PG,1695680622
369,karonga,-9.9333,33.9333,23.64,60,11,1.87,MW,1695680697
370,essaouira,31.5125,-9.77,21.72,83,12,0.51,MA,1695680697
371,loa janan,-0.583,117.095,22.23,94,7,0.78,ID,1695680697
372,mani,4.8172,-72.2886,28.33,78,61,1.86,CO,1695680698
373,aoulef,26.9667,1.0833,34.25,14,1,4.44,DZ,1695680698
374,viedma,-40.8135,-62.9967,10.78,84,70,5.12,AR,1695680432
375,zeya,53.75,127.2667,9.62,95,100,1.61,RU,1695680698
376,gamba,-2.65,10.0,24.16,91,88,2.85,GA,1695680698
377,new norfolk,-42.7826,147.0587,11.07,65,9,1.01,AU,1695680699
378,san luis de la loma,17.2706,-100.8939,30.68,73,77,3.43,MX,1695680699
379,kangding,30.0513,101.9603,12.58,97,90,0.96,CN,1695680699
380,bethanie,-26.4833,17.15,8.38,78,0,2.89,NA,1695680699
381,coahuayana de hidalgo,18.7,-103.6583,30.95,75,62,2.74,MX,1695680699
382,ritchie,-29.038,24.6028,10.56,73,100,9.04,ZA,1695680699
383,kingscliff,-28.2667,153.5667,20.98,56,26,5.66,AU,1695680700
384,vila franca do campo,37.7167,-25.4333,22.23,99,94,2.95,PT,1695680700
385,kavaratti,10.5669,72.642,27.82,78,86,4.98,IN,1695680700
386,nurota,40.5614,65.6886,15.25,34,0,0.64,UZ,1695680700
387,mutoko,-17.397,32.2268,17.69,55,4,1.54,ZW,1695680700
388,laojunmiao,39.8333,97.7333,5.23,62,81,0.58,CN,1695680701
389,christchurch,-43.5333,172.6333,11.34,77,100,1.54,NZ,1695680583
390,hjo,58.3013,14.2878,13.34,86,57,5.72,SE,1695680701
391,berbera,10.4396,45.0143,31.47,67,2,1.14,SO,1695680701
392,kottapalli,18.4833,79.1,23.45,89,99,1.78,IN,1695680702
393,balkashino,52.5167,68.7667,12.44,85,3,2.17,KZ,1695680702
394,iwanai,42.9744,140.5089,17.6,91,72,1.9,JP,1695680702
395,berezovyy,51.6667,135.7,11.04,85,100,1.14,RU,1695680702
396,mount isa,-20.7333,139.5,23.87,29,1,6.17,AU,1695680703
397,keflavik,64.0049,-22.5624,10.24,81,75,6.17,IS,1695680703
398,san carlos del zulia,9.0,-71.9135,33.01,52,21,3.91,VE,1695680703
399,valencia de alcantara,39.4115,-7.2444,21.68,32,0,0.99,ES,1695680703
400,margate,51.3813,1.3862,14.94,87,100,0.89,GB,1695680703
401,mount gambier,-37.8333,140.7667,8.43,76,3,2.69,AU,1695680703
402,sarai alamgir,32.9012,73.7559,24.37,56,0,2.56,PK,1695680704
403,serhetabat,35.2799,62.3438,13.79,33,0,1.28,TM,1695680704
404,margherita,27.2833,95.6833,23.5,99,76,0.92,IN,1695680704
405,el fasher,13.6279,25.3494,30.41,41,100,6.77,SD,1695680704
406,gaalkacyo,6.7697,47.4308,25.58,61,5,8.81,SO,1695680705
407,kuqa,41.7278,82.9364,14.71,48,34,3.24,CN,1695680705
408,palangkaraya,-2.2,113.8333,21.84,87,46,1.08,ID,1695680705
409,mili,6.0815,171.735,28.48,80,97,6.5,MH,1695680705
410,fort bragg,35.139,-79.006,30.08,56,0,0.0,US,1695680705
411,gloversville,43.0528,-74.3438,18.43,83,84,3.69,US,1695680458
412,virginia,37.5481,-77.4467,21.54,85,100,2.06,US,1695680162
413,dryden,49.7833,-92.7503,22.16,40,0,4.12,CA,1695680706
414,marshfield,44.6689,-90.1718,18.49,100,100,4.63,US,1695680554
415,aswan,24.0934,32.907,32.1,18,1,4.98,EG,1695680706
416,chui,-33.6971,-53.4616,10.58,83,59,3.46,UY,1695680706
417,kristiansund,63.1115,7.732,15.03,82,100,4.63,NO,1695680707
418,kapoeta,4.7717,33.5903,24.32,73,67,2.16,SS,1695680707
419,olinala,17.8333,-98.85,27.41,39,3,0.75,MX,1695680707
420,odda,60.0691,6.5457,16.54,99,100,4.37,NO,1695680707
421,richards bay,-28.783,32.0377,21.73,71,100,5.37,ZA,1695680708
422,alesund,62.4723,6.1549,17.09,78,40,7.72,NO,1695680708
423,arno,60.1167,18.6333,14.32,77,92,6.18,SE,1695680708
424,sidi okba,34.7451,5.8983,28.16,23,0,2.57,DZ,1695680708
425,katsuura,35.1333,140.3,23.53,79,50,4.35,JP,1695680708
426,kuching,1.55,110.3333,26.68,96,20,1.54,MY,1695680709
427,kaithal,29.8,76.3833,25.22,73,0,2.1,IN,1695680709
428,zyrya,40.3661,50.2917,21.05,67,55,8.04,AZ,1695680709
429,nadi,-17.8,177.4167,25.0,94,75,2.06,FJ,1695680710
430,halden,59.1226,11.3871,15.91,90,98,5.22,NO,1695680710
431,shagonar,51.5333,92.8,2.6,54,38,1.0,RU,1695680710
432,princeville,45.7668,-61.2985,14.06,84,20,1.54,CA,1695680710
433,launceston,-41.45,147.1667,8.78,75,4,5.14,AU,1695680710
434,buka,40.8108,69.1986,14.78,36,0,0.72,UZ,1695680710
435,saguenay,48.4168,-71.0657,15.46,67,20,2.06,CA,1695680491
436,pizhou,34.3114,117.9503,18.41,96,100,1.52,CN,1695680712
437,vorgashor,67.5833,63.95,0.91,94,57,3.53,RU,1695680490
438,likasi,-10.9814,26.7333,22.06,33,6,1.44,CD,1695680712
439,tomatlan,19.9333,-105.25,30.87,76,90,2.94,MX,1695680713
440,ban phai,16.06,102.731,25.12,94,100,3.72,TH,1695680713
441,poxoreo,-15.8372,-54.3892,31.91,34,89,0.62,BR,1695680713
442,aripuana,-9.1667,-60.6333,33.7,33,99,1.94,BR,1695680713
443,lyantor,61.6195,72.1555,10.92,90,0,5.07,RU,1695680714
444,zunheboto,25.9667,94.5167,16.62,99,28,1.08,IN,1695680714
445,fortuna,40.5982,-124.1573,17.18,96,0,6.17,US,1695680520
446,shimanovsk,52.0,127.7,10.93,99,100,0.25,RU,1695680714
447,sao tome,0.3365,6.7273,25.49,88,94,2.87,ST,1695680715
448,uturoa,-16.7333,-151.4333,24.54,84,99,11.62,PF,1695680715
449,hell-ville,-13.4,48.2667,25.61,67,59,0.92,MG,1695680715
450,gaogou,34.0175,119.1886,18.65,94,100,1.73,CN,1695680715
451,muli,2.9167,73.5667,27.86,77,34,4.1,MV,1695680716
452,arawa,-6.2132,155.5367,24.82,91,98,0.95,PG,1695680716
453,extrema,-22.8547,-46.3183,21.75,75,75,1.81,BR,1695680716
454,porto novo,6.4965,2.6036,26.9,90,88,2.52,BJ,1695680716
455,zelenoborskiy,66.845,32.3622,8.14,95,100,6.6,RU,1695680717
456,hadibu,12.65,54.0333,25.94,84,93,4.27,YE,1695680717
457,colares,38.7992,-9.4469,21.05,76,40,10.73,PT,1695680717
458,bereznik,62.8551,42.7072,9.14,95,87,2.65,RU,1695680717
459,prineville,44.2999,-120.8345,19.06,52,20,4.63,US,1695680718
460,crane,31.3974,-102.3501,33.11,33,6,3.84,US,1695680718
461,poteau,35.0537,-94.6236,31.86,42,0,3.09,US,1695680718
462,ulladulla,-35.35,150.4667,17.65,75,100,4.58,AU,1695680718
463,nova sintra,14.8667,-24.7167,24.39,81,78,5.02,CV,1695680718
464,el calafate,-50.3408,-72.2768,5.09,69,6,3.47,AR,1695680718
465,huarmey,-10.0681,-78.1522,20.68,79,77,4.13,PE,1695680719
466,kalmunai,7.4167,81.8167,26.69,81,100,1.06,LK,1695680719
467,caleta de carquin,-11.0925,-77.6267,20.14,79,99,4.19,PE,1695680719
468,nizhniy kuranakh,58.8353,125.4869,3.92,96,54,0.6,RU,1695680719
469,la ronge,55.1001,-105.2842,21.12,56,20,3.09,CA,1695680719
470,newborough,52.6389,-0.2233,15.06,82,100,3.09,GB,1695680719
471,monrovia,6.3005,-10.7969,25.47,87,100,3.17,LR,1695680720
472,jitra,6.2681,100.4217,22.94,100,20,0.51,MY,1695680720
473,alofi,-19.0595,-169.9187,25.94,57,20,8.23,NU,1695680720
474,aliveri,38.4167,24.0333,24.67,72,68,4.04,GR,1695680720
475,raton,36.9034,-104.4391,25.34,24,0,7.72,US,1695680522
476,mouila,-1.8685,11.0559,23.96,95,43,0.66,GA,1695680721
477,codrington,-38.2667,141.9667,7.98,79,2,3.01,AU,1695680721
478,muromtsevo,56.3724,75.2418,10.47,94,79,3.77,RU,1695680721
479,gujba,11.5032,11.9367,28.8,53,70,3.74,NG,1695680721
480,celestun,20.8667,-90.4,29.67,61,28,4.92,MX,1695680721
481,yekaterinoslavka,50.3734,129.1139,10.9,98,92,3.85,RU,1695680722
482,pontianak,-0.0333,109.3333,24.99,88,20,2.06,ID,1695680722
483,baidoa,3.1138,43.6498,22.36,78,48,6.52,SO,1695680722
484,saldanha,-33.0117,17.9442,13.03,73,39,9.87,ZA,1695680722
485,yaren,-0.5472,166.916,28.07,74,100,2.87,NR,1695680722
486,cabeza del buey,38.7223,-5.2195,23.36,32,0,1.19,ES,1695680722
487,tacana,15.2333,-92.0833,15.51,90,61,1.1,GT,1695680723
488,neelankarai,12.9455,80.2575,26.69,89,75,5.14,IN,1695680723
489,ta`u,-14.2336,-169.5144,26.0,76,96,10.3,AS,1695680723
490,mossel bay,-34.1831,22.146,14.96,84,86,11.46,ZA,1695680723
491,bodaybo,57.8506,114.1933,6.57,91,94,1.06,RU,1695680723
492,umluj,25.0213,37.2685,30.15,63,5,3.91,SA,1695680724
493,skanor med falsterbo,55.4,12.85,15.99,72,31,4.5,SE,1695680724
494,san angelo,31.4638,-100.437,31.32,51,20,1.79,US,1695680662
495,mpanda,-6.3655,31.0409,22.79,46,17,1.07,TZ,1695680724
496,pandan,14.0453,124.1694,27.01,83,6,3.34,PH,1695680724
497,worland,44.0169,-107.9554,28.71,23,0,2.57,US,1695680724
498,kushiro,42.975,144.3747,16.53,88,75,1.03,JP,1695680725
499,iquique,-20.2208,-70.1431,19.02,78,19,3.75,CL,1695680532
500,freetown,8.484,-13.2299,24.81,91,100,1.58,SL,1695680725
501,rongelap,11.1635,166.8941,28.89,73,100,7.0,MH,1695680725
502,westport,41.1415,-73.3579,16.02,88,100,7.72,US,1695680718
503,calingasta,-31.3308,-69.4078,21.87,12,0,10.57,AR,1695680726
504,guaruja,-23.9931,-46.2564,22.72,26,100,3.59,BR,1695680726
505,rio grande,-32.035,-52.0986,15.06,79,100,5.65,BR,1695680442
506,paso de los toros,-32.8167,-56.5167,14.31,72,54,6.14,UY,1695680492
507,larkird,35.4894,66.6641,9.46,50,0,0.89,AF,1695680726
508,manokwari,-0.8667,134.0833,26.16,77,91,1.71,ID,1695680726
509,shenjiamen,29.9576,122.298,24.64,86,0,2.63,CN,1695680727
510,brezina,33.0989,1.2608,27.89,21,4,3.41,DZ,1695680727
511,akobo,7.4344,3.9497,22.85,97,18,1.48,NG,1695680727
512,channagiri,14.0333,75.9333,20.64,95,100,2.78,IN,1695680727
513,namibe,-15.1961,12.1522,16.52,84,4,1.41,AO,1695680728
514,paris,48.8534,2.3488,18.88,84,0,2.06,FR,1695680488
515,haiku-pauwela,20.9219,-156.3051,30.01,55,20,9.26,US,1695680728
516,nicoya,10.1483,-85.452,29.32,74,33,1.18,CR,1695680728
517,misasi,-3.0,33.0833,22.6,70,1,1.86,TZ,1695680728
518,six-fours-les-plages,43.0938,5.84,20.81,49,0,2.33,FR,1695680728
519,oodweyne,9.4092,45.064,25.91,50,22,3.71,SO,1695680729
520,prince rupert,54.3161,-130.3201,16.05,63,75,5.14,CA,1695680729
521,al mijlad,11.0333,27.7333,26.11,63,95,3.36,SD,1695680729
522,nenjiang,49.1833,125.2167,10.44,81,66,1.4,CN,1695680729
523,vegreville,53.5001,-112.0518,22.03,30,87,6.69,CA,1695680729
524,trail,49.0998,-117.7022,24.27,50,100,0.28,CA,1695680730
525,tierp,60.3427,17.5181,13.87,76,99,4.73,SE,1695680730
526,esperanza,19.5847,-70.9849,31.32,75,97,0.89,DO,1695680730
527,waddan,29.1614,16.139,23.28,45,0,4.61,LY,1695680730
528,antsiranana,-12.2787,49.2917,22.69,78,14,7.31,MG,1695680730
529,revda,56.801,59.9303,13.15,86,98,3.44,RU,1695680730
530,manta,-0.95,-80.7333,29.88,54,0,6.17,EC,1695680731
531,lucas,41.6501,-83.6666,20.32,88,100,4.63,US,1695680731
532,antofagasta,-23.65,-70.4,16.6,81,61,3.99,CL,1695680731
533,gustavsberg,59.3268,18.3898,14.43,88,79,7.08,SE,1695680731
534,bodo,67.28,14.405,13.02,86,75,5.14,NO,1695680731
535,salinopolis,-0.6136,-47.3561,27.55,81,27,6.62,BR,1695680732
536,jiwani,25.05,61.7417,26.83,79,0,1.45,PK,1695680732
537,saint-tropez,43.2693,6.6398,17.77,52,0,3.25,FR,1695680732
538,yeed,4.55,43.0333,25.98,60,53,7.64,SO,1695680732
539,vic-en-bigorre,43.3833,0.05,18.43,57,0,1.74,FR,1695680732
540,constantia,44.1833,28.65,19.38,69,63,7.64,RO,1695680547
541,taksimo,56.3444,114.8794,8.17,76,50,0.62,RU,1695680733
542,borborema,-21.6197,-49.0736,33.32,27,85,1.53,BR,1695680733
543,panaba,21.2833,-88.2667,26.69,75,83,5.34,MX,1695680733
544,pascagoula,30.3658,-88.5561,31.4,53,100,1.54,US,1695680733
545,kargasok,59.0556,80.8572,0.68,81,64,5.06,RU,1695680733
546,garissa,-0.4536,39.6401,24.29,76,85,7.79,KE,1695680734
547,central point,42.376,-122.9164,14.8,90,100,2.06,US,1695680648
548,san ramon de la nueva oran,-23.1322,-64.326,29.07,50,69,1.17,AR,1695680594
549,jiangzi,28.95,89.6333,4.06,65,12,1.92,CN,1695680734
550,carolina beach,34.0352,-77.8936,28.03,71,69,4.42,US,1695680734
551,juan de ayolas,-27.4,-56.9,27.02,74,2,5.18,PY,1695680734
552,acajutla,13.5928,-89.8275,29.75,69,46,1.77,SV,1695680736
553,solleftea,63.1667,17.2667,12.92,76,100,4.47,SE,1695680736
554,karatas,36.582,35.3701,25.08,74,0,2.42,TR,1695680736
555,dahegam,23.1667,72.8167,26.87,83,32,0.91,IN,1695680736
556,aegina,37.7467,23.4275,24.9,78,6,6.73,GR,1695680737
557,ust'-kulom,61.6864,53.6902,8.59,98,76,2.39,RU,1695680737
558,nova vicosa,-17.8919,-39.3719,25.04,84,2,6.89,BR,1695680737
559,dhidhdhoo,6.8833,73.1,27.9,75,72,4.17,MV,1695680737
560,sigli,5.3848,95.9609,25.93,76,100,2.14,ID,1695680737
561,nampula,-15.1165,39.2666,21.61,72,77,2.4,MZ,1695680738
562,turkmenbasy,40.0222,52.9552,21.43,24,0,6.17,TM,1695680738
563,sawakin,19.1059,37.3321,30.06,70,18,2.6,SD,1695680738
564,puerto rico,-26.796,-55.024,29.28,56,1,1.63,AR,1695680189
565,varna,43.2167,27.9167,20.08,77,100,3.09,BG,1695680646
566,soroca,48.1558,28.2975,17.9,38,29,2.57,MD,1695680739
567,aranda de duero,41.6704,-3.6892,18.88,33,4,0.29,ES,1695680739
568,newman,37.3138,-121.0208,27.92,19,93,3.05,US,1695680739
569,rio claro,-22.4114,-47.5614,33.0,50,66,2.26,BR,1695680739
570,talnakh,69.4865,88.3972,3.45,100,100,2.2,RU,1695680740
571,cabugao,17.7931,120.4578,24.92,87,1,1.15,PH,1695680740
572,polyarnyy,69.1989,33.4478,6.57,93,100,6.57,RU,1695680740
573,concepcion,-36.827,-73.0498,10.89,87,75,2.57,CL,1695680740
574,cienfuegos,22.1461,-80.4356,32.08,70,67,3.09,CU,1695680731
575,sretensk,52.2453,117.7093,9.13,94,100,1.45,RU,1695680740
576,sinjai,-5.1241,120.253,22.29,79,8,1.29,ID,1695680741
577,berdigestyakh,62.0989,126.6992,1.2,87,6,1.33,RU,1695680741
578,lamar,33.6668,-95.5836,32.58,46,20,4.63,US,1695680741
579,naples manor,26.0887,-81.7262,32.0,52,0,4.12,US,1695680741
580,siroki brijeg,43.3833,17.5928,17.51,90,71,3.7,BA,1695680741
